233,777,517,515,519,523,524,524,518,517,515,516,517,514,521,523,523,520,518,516,515,516,517,515,519,523,525,520,518,517,514,517,515,515,519,522,524,523,516,515,515,517,516,517,518,524,525,521,517,515,515,516,516,516,520,525,523,521,517,515,514,518,516,514,517,520,522,521,515,766,256,514,512,766,260,523,522,519,515,766,257,512,512,512,517,523,522,519,512,766,257,513,766,257,517,522,522,519,513,767,256,512,513,512,519,523,521,517,513,767,257,513,767,256,520,524,520,516,513,766,257,512,513,512,520,523,520,516,513,513,512,513,766,258,521,523,521,516,513,766,257,512,766,259,518,524,520,516,512,513,513,512,766,258,520,523,521,514,512,766,259,512,767,259,521,523,520,516,512,513,513,513,766,261,521,522,520,517,766,257,512,513,767,259,521,523,519,515,766,486,10752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,16013,16013,16012,16011,16006,15911,8540,3528,8064,16006,16010,16013,16010,16008,16005,16004,16007,16003,16005,16008,16012,16013,16009,16006,16006,16007,16005,16002,16007,16010,16013,16010,16009,16004,16005,16003,16002,16005,16006,16010,16012,16008,16008,16007,16002,16005,16002,16006,16010,16013,16010,16010,16006,16004,16006,16005,16003,16006,16010,16013,16010,16008,16007,15993,15997,15994,15997,16001,16005,16003,15999,15995,15994,15996,15996,15994,15996,16003,16004,16003,15996,15995,15995,15997,15997,15994,15998,16004,16005,16001,15996,15995,15995,15996,15996,15995,15998,16004,16004,16000,15997,15992,15997,15997,15995,15993,15999,16003,16003,15999,15994,15994,15995,15994,15995,15994,16001,16005,16002,15999,15995,15993,15995,15996,15994,15997,16001,16000,16001,15994,15992,15992,15994,15994,15993,15994,16001,16000,16000,15994,15992,15992,15994,15995,15990,15997,16000,16002,15999,15992,15992,15993,15995,15993,15992,15999,16000,16003,15997,15993,15991,15993,15994,15993,15992,15999,16003,16001,15997,15993,15993,15993,15994,15993,15992,15998,16002,16000,15997,15993,15993,15995,15994,15993,15992,16000,16003,15998,15882,30720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,16006,16005,16002,16092,15307,1028,520,524,758,663,11903,15999,15999,16001,16000,15996,16000,16007,16007,16005,16003,16000,16001,16000,16003,16000,15996,16108,13613,13679,13571,13595,13697,13539,13430,13478,13178,13365,13689,13389,13632,13335,13757,13595,13659,13573,13914,13602,13538,13468,13776,13662,14968,15997,15974,15878,14111,13722,13404,13505,13486,13057,12937,10740,2111,2932,3190,3161,3498,3541,3113,3442,3399,3793,3717,3922,3970,3904,4184,4278,4159,4556,4452,5493,6818,6939,7301,6908,4997,5095,4956,5267,5291,5296,5158,5458,5577,5432,5663,6301,7482,8528,8942,8808,8975,9451,9083,9040,9462,9234,9656,9217,9531,9806,9943,9558,9753,9890,9589,9007,8718,8996,9014,9066,9171,8862,8904,8501,8830,8935,8861,8742,9190,9169,8759,9054,9214,8896,8791,8733,8928,8613,8895,8632,8570,8824,8762,8771,8651,8607,8516,8550,8675,8518,8684,8199,8678,8340,8323,8401,8190,7980,8192,8316,8025,8044,8008,7895,7523,7459,7889,7485,7664,7278,7453,7512,7411,7044,6929,7317,7012,6970,6996,6940,7122,6720,6896,6440,6416,27648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,16008,16002,16002,15942,15648,1542,523,524,623,1228,12157,15998,16000,15998,15998,16003,16004,16006,16007,16000,15998,16000,15998,15998,16000,16007,16003,16044,13744,13389,13659,13644,13645,13533,13148,13320,13483,13433,13688,13500,13419,13607,13622,13710,13461,13802,13756,13345,13709,13612,14266,14197,15998,16003,16005,16001,15936,14656,13927,14056,13406,13551,12984,10602,2166,3051,2893,3080,3405,3557,3249,3126,3544,3530,3726,3900,3899,4067,3845,4239,4196,4362,4737,5302,6555,7116,7113,5808,5000,5060,4951,5193,5206,5320,5165,5472,5525,5568,5414,5650,6006,6360,6820,8102,8857,9127,9146,9256,9330,9674,9248,9539,9563,9540,9786,9939,9899,9762,9564,8982,8960,9159,8731,8960,9209,8829,8704,8855,8715,8748,9189,8718,9174,9202,8897,8883,8913,8819,8921,8764,8741,8719,9189,8524,8744,8808,8930,8496,8837,8464,8899,8703,8347,8543,8483,8496,8577,8201,8240,8318,8392,7940,8447,7977,8100,7896,7768,7876,7623,7647,7604,7608,7612,7538,7454,7520,7410,6934,7209,7328,6960,7166,6780,6920,7123,6803,6750,6736,6438,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,16009,16007,16004,16124,15696,1543,516,520,599,1164,12162,16005,16000,16003,16001,16001,15998,16002,16005,16005,16003,16003,15998,16001,16000,16003,15998,15939,14138,13779,13381,13675,13448,13369,13768,13132,13312,13606,13700,13388,13558,13524,13565,13744,13795,13574,14027,13738,13719,13743,13594,14201,16000,16005,16003,16003,15994,16047,14014,13814,13610,13456,13214,10650,2173,2872,3256,3308,3126,3544,3294,3138,3413,3692,3658,3881,4079,4094,4034,4108,4527,4556,4570,4615,6507,7025,6806,5439,4913,5042,4925,5179,5223,5354,5315,5238,5555,5415,5655,5882,5388,6113,5641,6785,8138,9069,9254,9560,9432,9314,9605,9512,9608,9702,9641,10085,9872,9824,9709,9000,9049,8998,9097,8852,9048,9026,8756,8922,8708,8907,8874,8706,9067,9021,9152,9208,8850,8746,8791,8958,8496,8744,8948,8448,8749,8751,8826,8541,8867,8467,8616,8615,8556,8670,8484,8634,8232,8531,8558,8445,8419,7942,8213,8330,8021,8105,7870,7717,7924,7426,7873,7541,7631,7562,7437,7626,7366,7098,7153,7063,7052,7075,6936,6926,7088,6795,6800,6710,6522,21504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,16003,16003,16001,15957,15395,1551,525,521,619,1135,11897,15997,15997,15999,16002,16004,16007,16002,16000,15998,15998,15998,15998,16000,16005,16008,16006,15968,14617,13759,13511,13351,13541,13526,13109,13547,13093,13075,13324,13626,13819,13159,13789,13713,13699,13775,13810,13496,13449,14030,13589,14166,16002,16006,16009,16009,16002,15922,14616,13840,13722,13469,13281,10859,2270,3015,2945,3107,3377,3460,3172,3073,3361,3745,3658,3987,4030,4056,3954,4209,4428,4516,4526,4668,6235,7037,6739,5361,4741,4778,4944,5235,5281,5171,5444,5400,5593,5618,5387,5651,5777,5740,5765,6080,6618,8599,9357,9415,9388,9435,9421,9662,9584,9593,9756,9947,9686,9875,9559,9014,9140,8757,9192,8729,8980,8981,9169,8563,8952,8940,8921,8804,9041,8997,8962,9042,8898,8793,8811,8864,8501,8780,8750,8940,8512,8672,8596,8452,8522,8682,8288,8550,8682,8466,8523,8521,8349,8268,8256,8328,8245,8085,7927,7680,8170,7923,7712,7687,7784,7767,7638,7577,7455,7815,7589,7307,7209,7327,7070,7117,6952,7325,7080,7077,6683,6958,7122,6465,6512,18432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,16005,16000,16001,16033,15658,1542,523,524,634,1185,12158,16000,16001,15999,15998,15998,16003,16005,16007,16005,16001,15999,16000,15998,16001,15999,16003,16045,15642,13949,13484,13344,13793,13060,13784,13505,13477,13518,13559,13522,13387,13370,13760,13577,14033,13844,13644,13813,13585,14054,14030,13838,15232,16000,16001,16000,16005,15931,15670,13597,13548,13100,13012,10567,2449,3045,2884,3111,3566,3253,3208,3192,3347,3796,3605,3969,4051,4033,4041,4330,4204,4476,4422,4704,5901,7000,6870,5360,4680,4982,5255,5150,5329,5285,5198,5527,5585,5515,5791,5484,5736,5871,5821,6019,6062,7633,8734,9404,9263,9503,9477,9555,9604,9670,9473,9734,9866,9940,9512,9337,8770,8746,9080,9016,9175,8706,9188,8572,8945,8910,8779,9055,9010,9100,8861,8967,9146,8523,8737,8872,8826,8726,8726,8921,8698,8542,8940,8582,8630,8558,8596,8521,8707,8769,8660,8445,8339,8337,8216,8423,7975,8380,8090,8023,8012,8098,7799,7836,7599,7429,7894,7434,7802,7621,7390,7400,7405,7017,7298,7101,7156,6928,7201,6995,6919,7108,6769,6759,6566,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,16003,16003,16002,15910,15621,1550,526,521,614,1052,12156,16000,16001,15999,16001,16004,16006,16006,16002,16000,16001,16001,15999,15999,16002,16009,16009,16001,16006,14058,13531,13377,13561,13390,13415,13757,13453,13817,13069,13321,13648,13677,14044,13743,13822,13678,13992,13577,13923,14022,13871,13839,14715,16000,16004,16008,16008,15993,15963,13797,13485,13323,13179,10732,2157,2856,3249,3108,3444,3337,3462,3149,3583,3522,3631,4057,4033,4055,3981,4163,4453,4492,4567,4469,5427,6684,6202,5157,4902,4921,5166,5274,5196,5323,5269,5147,5521,5585,5565,5612,5518,5785,5757,6057,6057,6911,8565,9264,9437,9250,9634,9290,9361,9711,9636,9653,9523,9899,9587,9083,9178,8851,8914,8788,9025,9105,8771,8802,8935,8958,8903,8719,8992,9202,8850,9094,8868,8709,8766,8908,8616,8768,8757,8822,8811,8489,8901,8486,8897,8475,8590,8522,8589,8515,8464,8616,8354,8404,8321,8163,8183,8125,8134,8068,8086,8087,7780,7683,7736,7921,7443,7760,7679,7234,7452,7586,7406,6990,7338,7250,7350,6986,7011,7133,6872,6727,6729,6661,6610,12288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,16005,16001,16004,16035,15375,1549,518,517,643,1248,11900,15999,16001,16005,16005,16004,16002,16003,15998,16001,15999,15999,16000,16005,16006,16007,16002,16000,15891,14827,13497,13410,13467,13499,13464,13541,13346,13591,13781,13318,13810,13406,13313,13909,13977,14051,13586,13903,13494,13751,14023,14036,14207,16007,16009,16006,16005,15987,15945,13862,13967,13373,13300,10789,2417,3012,2873,3226,3169,3509,3227,3208,3367,3795,3607,3992,4016,4040,4020,4157,4512,4376,4821,4440,4806,5093,5029,4865,5066,5086,4930,5137,5129,5330,5369,5317,5533,5466,5806,5619,5516,5794,5661,5935,6115,6636,8479,9397,9329,9600,9547,9608,9498,9718,9714,9800,9828,9903,9669,9156,8949,8925,8879,8724,8988,8778,8709,8826,8922,8958,8800,9044,9024,8973,8963,9147,8873,8800,8895,8882,8799,8711,8739,8757,8555,8735,8934,8669,8667,8693,8601,8499,8493,8819,8556,8528,8463,8522,8319,8180,8079,8082,8095,8043,8167,7976,8103,7894,7545,7665,7504,7923,7429,7838,7439,7637,7289,7208,7179,7254,7367,6966,7262,7074,6694,6693,6703,6855,6354,9216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,16004,16005,16003,15945,15122,1545,525,524,655,1224,12158,16000,16000,16001,15998,16000,16006,16009,16007,16002,16003,15999,16000,16000,15998,16005,16008,16008,15974,16033,13592,13778,13762,13691,13418,13345,13503,13101,13421,13497,13815,13704,13775,13628,14239,13990,13965,13596,13621,13742,13813,13724,14200,16002,16004,16008,16011,15948,16092,13650,13962,13322,13306,10663,2164,3032,2929,3312,3141,3537,3202,3241,3400,3801,3679,4052,3946,4030,3952,4133,4497,4400,4449,4547,4408,4840,4863,4790,4622,5039,4949,5161,5171,5265,5150,5586,5404,5394,5776,5850,5806,5854,5841,5767,6000,6714,8711,9227,9704,9294,9658,9488,9588,9651,9717,9524,9757,10155,9593,9213,8814,9101,9051,9050,9048,8730,8739,8781,8812,8704,9172,8808,9021,9203,8902,8776,8781,8911,8737,8800,8875,8883,8734,8830,8893,8794,8940,8506,8846,8480,8808,8488,8627,8523,8505,8603,8331,8216,8476,8253,8272,8442,8175,7835,7884,7869,7875,7680,7925,7563,7610,7490,7625,7349,7620,7508,7381,7290,7297,7113,6948,6939,7268,6983,6972,7155,6837,6744,6440,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
